#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            LocalECP            NonLocalECP         IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.2372758602e+00    5.0311457792e+00   -4.0460058061e+00    1.8087299459e+00    1.9446613418e+00   -7.9679007927e+00    1.8192482279e-01    1.7953088221e+00    2.1760000000e+04    2.1509829909e-02    5.8446116728e-01
         1   -2.2381973103e+00    5.0372611809e+00   -4.0735644466e+00    1.8353671363e+00    1.9445197541e+00   -7.9864564762e+00    1.7306345342e-01    1.7953088221e+00    2.1760000000e+04    2.1154370816e-02    5.8319738051e-01
         2   -2.2357948651e+00    5.0275690884e+00   -4.0214237726e+00    1.7856289075e+00    1.9428180833e+00   -7.9368741229e+00    1.7732344492e-01    1.7953088221e+00    2.1760000000e+04    2.1001942894e-02    5.8378331801e-01
         3   -2.2382240621e+00    5.0374381423e+00   -4.0606145415e+00    1.8223904794e+00    1.9355172883e+00   -7.9669516736e+00    1.7551102166e-01    1.7953088221e+00    2.1760000000e+04    2.1053947289e-02    5.8322035846e-01
         4   -2.2362598487e+00    5.0266887677e+00   -4.0543889348e+00    1.8181290861e+00    1.9433562121e+00   -7.9727038710e+00    1.7964990200e-01    1.7953088221e+00    2.1760000000e+04    2.0960661199e-02    5.8412798713e-01
         5   -2.2357754433e+00    5.0253006738e+00   -4.0599111913e+00    1.8241357480e+00    1.9414653528e+00   -7.9721054792e+00    1.7542011309e-01    1.7953088221e+00    2.1760000000e+04    2.0931000438e-02    5.8291590074e-01
         6   -2.2347003420e+00    5.0215311884e+00   -4.0695226608e+00    1.8348223188e+00    1.9577863704e+00   -8.0036106973e+00    1.8099284398e-01    1.7953088221e+00    2.1760000000e+04    2.0985544604e-02    5.8190487132e-01
         7   -2.2367610898e+00    5.0300391208e+00   -4.0587206451e+00    1.8219595553e+00    1.9402172934e+00   -7.9751391718e+00    1.8089241115e-01    1.7953088221e+00    2.1760000000e+04    2.1597364808e-02    5.8228975184e-01
         8   -2.2355699988e+00    5.0289916875e+00   -4.0807589442e+00    1.8451889454e+00    1.9425561926e+00   -7.9928692379e+00    1.7424527906e-01    1.7953088221e+00    2.1760000000e+04    2.1136309075e-02    5.8311121324e-01
         9   -2.2371955111e+00    5.0329303815e+00   -4.0153455766e+00    1.7781500655e+00    1.9432278325e+00   -7.9390037553e+00    1.8512152400e-01    1.7953088221e+00    2.1760000000e+04    2.1047759363e-02    5.8477136949e-01
        10   -2.2369810040e+00    5.0368372227e+00   -4.0191892978e+00    1.7822082938e+00    1.9371325821e+00   -7.9322197148e+00    1.8058901280e-01    1.7953088221e+00    2.1760000000e+04    2.0991218879e-02    5.8407628676e-01
        11   -2.2368514940e+00    5.0296555961e+00   -4.0669062024e+00    1.8300547084e+00    1.9500813263e+00   -7.9945554331e+00    1.8225908244e-01    1.7953088221e+00    2.1760000000e+04    2.0967943703e-02    5.8092830882e-01
        12   -2.2372819921e+00    5.0324363419e+00   -4.0956252428e+00    1.8583432507e+00    1.9409872331e+00   -8.0155953010e+00    1.8367400309e-01    1.7953088221e+00    2.1760000000e+04    2.0894526340e-02    5.8138212316e-01
        13   -2.2388974781e+00    5.0375224150e+00   -4.0424828571e+00    1.8035853791e+00    1.9361602535e+00   -7.9523062795e+00    1.7835434686e-01    1.7953088221e+00    2.1760000000e+04    2.0795280004e-02    5.8435202206e-01
