#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            LocalECP            NonLocalECP         IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.2458520442e+00    5.0669977789e+00   -4.0615395581e+00    1.8156875140e+00    1.9427978832e+00   -7.9741930684e+00    1.7454680503e-01    1.7953088221e+00    1.3056210000e+06    5.9073428690e+01    9.9902421775e-01
         1   -2.2448079528e+00    5.0610594953e+00   -4.0757127087e+00    1.8309047559e+00    1.9443127874e+00   -7.9890620505e+00    1.7372773235e-01    1.7953088221e+00    1.3055770000e+06    5.9190290347e+01    9.9902993261e-01
         2   -2.2440243840e+00    5.0561077298e+00   -4.0689093875e+00    1.8248850034e+00    1.9397502581e+00   -7.9789670518e+00    1.7499858417e-01    1.7953088221e+00    1.3058310000e+06    5.8863886803e+01    9.9902207436e-01
         3   -2.2446130127e+00    5.0598115799e+00   -4.0620632937e+00    1.8174502809e+00    1.9423051977e+00   -7.9859131895e+00    1.8623587607e-01    1.7953088221e+00    1.3065080000e+06    5.9138898790e+01    9.9903212342e-01
         4   -2.2449496087e+00    5.0621549264e+00   -4.0786410996e+00    1.8336914909e+00    1.9395792829e+00   -7.9994971836e+00    1.8596797904e-01    1.7953088221e+00    1.3059790000e+06    5.9486303225e+01    9.9900403973e-01
         5   -2.2440452324e+00    5.0566875137e+00   -4.0689954955e+00    1.8249502631e+00    1.9365692412e+00   -7.9775218200e+00    1.7664826126e-01    1.7953088221e+00    1.3036000000e+06    5.8828822374e+01    9.9904170916e-01
         6   -2.2434448384e+00    5.0545301476e+00   -4.0692540640e+00    1.8258092256e+00    1.9421536772e+00   -7.9809973447e+00    1.7428078131e-01    1.7953088221e+00    1.3060060000e+06    5.9042212024e+01    9.9902715208e-01
         7   -2.2444033423e+00    5.0583053986e+00   -4.0626786514e+00    1.8182753091e+00    1.9427418040e+00   -7.9790923802e+00    1.7836310272e-01    1.7953088221e+00    1.3063900000e+06    5.9144008011e+01    9.9902326122e-01
         8   -2.2444232536e+00    5.0596050108e+00   -4.0755007669e+00    1.8310775133e+00    1.9361853877e+00   -7.9869579033e+00    1.7996292664e-01    1.7953088221e+00    1.3052610000e+06    5.8886411548e+01    9.9903507403e-01
         9   -2.2456339457e+00    5.0643685138e+00   -4.0804623767e+00    1.8348284310e+00    1.9393774579e+00   -7.9887071393e+00    1.7355848263e-01    1.7953088221e+00    1.3062650000e+06    5.9439736560e+01    9.9900556196e-01
        10   -2.2435226843e+00    5.0540322063e+00   -4.0682933087e+00    1.8247706243e+00    1.9394400812e+00   -7.9786451003e+00    1.7560288837e-01    1.7953088221e+00    1.3041990000e+06    5.9209927753e+01    9.9902832265e-01
        11   -2.2447055870e+00    5.0602398556e+00   -4.0775441114e+00    1.8328385244e+00    1.9422894360e+00   -7.9905733453e+00    1.7543097586e-01    1.7953088221e+00    1.3045820000e+06    5.9060542136e+01    9.9903287049e-01
        12   -2.2452240541e+00    5.0628866056e+00   -4.0831952582e+00    1.8379712041e+00    1.9375282388e+00   -7.9977591728e+00    1.8172685377e-01    1.7953088221e+00    1.2997790000e+06    5.8504242599e+01    9.9902062462e-01
        13   -2.2448913808e+00    5.0619169258e+00   -4.0738413277e+00    1.8289499469e+00    1.9403592531e+00   -7.9856221441e+00    1.7611274130e-01    1.7953088221e+00    1.3037420000e+06    5.8845524147e+01    9.9902562511e-01
        14   -2.2450042978e+00    5.0630677769e+00   -4.0731088693e+00    1.8281045715e+00    1.9383493949e+00   -7.9823490331e+00    1.7558194696e-01    1.7953088221e+00    1.3039530000e+06    5.8887657374e+01    9.9901246515e-01
        15   -2.2453750288e+00    5.0629666464e+00   -4.0796080670e+00    1.8342330381e+00    1.9399975008e+00   -7.9929121212e+00    1.7799773131e-01    1.7953088221e+00    1.3002050000e+06    5.8659567118e+01    9.9902647447e-01
        16   -2.2446251047e+00    5.0596681355e+00   -4.0672851183e+00    1.8226600136e+00    1.9419927897e+00   -7.9836544357e+00    1.7906770557e-01    1.7953088221e+00    1.3038210000e+06    5.8976018637e+01    9.9903402643e-01
        17   -2.2449437819e+00    5.0613354846e+00   -4.0562097488e+00    1.8112659669e+00    1.9385540879e+00   -7.9691277862e+00    1.7905512736e-01    1.7953088221e+00    1.3054800000e+06    5.9069004595e+01    9.9903475660e-01
        18   -2.2456268649e+00    5.0657655226e+00   -4.0537606940e+00    1.8081338291e+00    1.9416693295e+00   -7.9693447379e+00    1.7860589233e-01    1.7953088221e+00    1.3099360000e+06    5.9360140771e+01    9.9905225202e-01
        19   -2.2449728199e+00    5.0619409851e+00   -4.0640896638e+00    1.8191168440e+00    1.9437608014e+00   -7.9815297175e+00    1.7837043021e-01    1.7953088221e+00    1.3092090000e+06    5.9654770672e+01    9.9904906626e-01
