# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
         0   -1.5605399532e+01    1.5660118396e+01    8.1400000000e+03    8.1960000000e+03    0.0000000000e+00   -1.4672064589e+01    9.7775855639e-01    9.7047340166e-01
         1   -1.5825471330e+01    1.8189603683e+01    4.2375284603e+03    8.1960000000e+03    0.0000000000e+00   -8.4283328760e+01    9.7688044256e-01    5.1671547096e-01
         2   -1.5829619395e+01    1.7037336251e+01    4.0900321679e+03    4.2390000000e+03    8.2500000000e+00   -1.9257121794e+01    9.7492627963e-01    9.6319886766e-01
         3   -1.5817215507e+01    1.7033629188e+01    4.0833472458e+03    4.0940000000e+03    1.5000000000e+00   -1.5780779345e+01    9.7402282521e-01    9.8705422570e-01
         4   -1.5819612441e+01    1.6684586736e+01    4.0847311503e+03    4.0880000000e+03    1.2500000000e+00   -1.5621712024e+01    9.7796814148e-01    9.8825831703e-01
         5   -1.5849928011e+01    1.8196207982e+01    4.0844379911e+03    4.0880000000e+03    1.0000000000e+00   -1.5624108957e+01    9.7649016917e-01    9.8679060665e-01
         6   -1.5842727975e+01    1.8135968426e+01    4.0818386261e+03    4.0830000000e+03    7.5000000000e-01   -1.5532040471e+01    9.7373103545e-01    9.8530492285e-01
         7   -1.5836152766e+01    1.8137613533e+01    4.0830677442e+03    4.0830000000e+03    7.5000000000e-01   -1.5524840435e+01    9.7607332438e-01    9.8652951261e-01
         8   -1.5858849607e+01    1.7185174138e+01    4.0841591073e+03    4.0770000000e+03    1.0000000000e+00   -1.5371206376e+01    9.7629931333e-01    9.8994358597e-01
         9   -1.5862795778e+01    1.6937745411e+01    4.0855867077e+03    4.0980000000e+03    7.5000000000e-01   -1.5907665815e+01    9.7698062853e-01    9.8609077599e-01
        10   -1.5859084556e+01    1.7830116620e+01    4.0844976264e+03    4.0890000000e+03    1.2500000000e+00   -1.5691751143e+01    9.7313944189e-01    9.8581560284e-01
        11   -1.5844718215e+01    1.7266617694e+01    4.0822989807e+03    4.0670000000e+03    1.0000000000e+00   -1.5148558475e+01    9.7564075120e-01    9.8918121465e-01
        12   -1.5782680216e+01    1.5872534617e+01    4.0838446329e+03    4.0780000000e+03    1.7500000000e+00   -1.5404296657e+01    9.7508137489e-01    9.8381559588e-01
        13   -1.5837155465e+01    1.6625250766e+01    4.0863045383e+03    4.0610000000e+03    1.5000000000e+00   -1.4924516313e+01    9.7584549059e-01    9.8941147501e-01
        14   -1.5886721724e+01    1.6110258199e+01    4.0863076769e+03    4.0800000000e+03    7.5000000000e-01   -1.5445765533e+01    9.7755777653e-01    9.8651960784e-01
