#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            LocalECP            NonLocalECP         IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.2340963085e+00    5.0111148935e+00   -3.9979730558e+00    1.7638767473e+00    1.8619875073e+00   -7.8717252656e+00    2.1645588045e-01    1.7953088221e+00    6.5279800000e+05    1.4826003149e+01    9.9738931567e-01
         1   -2.2435365173e+00    5.0575688283e+00   -3.9742427303e+00    1.7307062130e+00    1.9189640971e+00   -7.8841837152e+00    1.9566806568e-01    1.7953088221e+00    6.5278500000e+05    1.3291945636e+01    9.9741529123e-01
         2   -2.2480952713e+00    5.0864065774e+00   -4.0139878928e+00    1.7658926215e+00    1.9298143641e+00   -7.9109344821e+00    1.7182340305e-01    1.7953088221e+00    6.5319000000e+05    1.2475080922e+01    9.9741914007e-01
         3   -2.2597117302e+00    5.1857011138e+00   -4.1074924320e+00    1.8477807018e+00    1.9414811534e+00   -7.9616317368e+00    1.1734932927e-01    1.7953088221e+00    6.5531700000e+05    1.2151303068e+01    9.9729534590e-01
         4   -2.2960531085e+00    5.5203996165e+00   -4.3903139380e+00    2.0942608294e+00    1.9559391223e+00   -8.0498936288e+00   -9.1668253525e-02    1.7953088221e+00    6.6169800000e+05    1.2199665591e+01    9.9670186650e-01
         5   -2.4717190661e+00    7.1653081388e+00   -5.4657568047e+00    2.9940377387e+00    1.9965275546e+00   -8.2577457913e+00   -9.9984739016e-01    1.7953088221e+00    7.0165800000e+05    1.6084848851e+01    9.9447928537e-01
         6   -3.0605476627e+00    1.2691542570e+01   -8.7325771842e+00    5.6720295215e+00    2.1375673867e+00   -8.8838325503e+00   -3.7816208426e+00    1.7953088221e+00    8.9441400000e+05    1.6874216229e+01    9.8759560153e-01
         7   -3.6968622125e+00    1.8655154940e+01   -1.2441933556e+01    8.7450713440e+00    2.2842393499e+00   -9.5463787977e+00   -6.9751029308e+00    1.7953088221e+00    1.2687360000e+06    2.4676699847e+01    9.8004582108e-01
         8   -3.9389285782e+00    2.1353259355e+01   -1.3691410105e+01    9.7524815266e+00    2.3535456796e+00   -9.7346930272e+00   -8.1055715792e+00    1.7953088221e+00    1.3064000000e+06    2.6141004547e+01    9.7736642682e-01
         9   -4.3607144579e+00    2.7413228933e+01   -1.4793165602e+01    1.0432451144e+01    2.5183972239e+00   -9.9098492953e+00   -9.1970223525e+00    1.7953088221e+00    1.3064000000e+06    2.7506189555e+01    9.7573752296e-01
        10   -5.1646387035e+00    4.0518866317e+01   -1.6918413822e+01    1.1753775119e+01    2.8260037650e+00   -1.0216555829e+01   -1.1323170580e+01    1.7953088221e+00    1.3064000000e+06    2.8137931228e+01    9.7227859002e-01
        11   -6.2604181636e+00    5.8774949173e+01   -1.9927625941e+01    1.3667207777e+01    3.2595717210e+00   -1.0695058733e+01   -1.4287447750e+01    1.7953088221e+00    1.3064000000e+06    2.8512485653e+01    9.6774112064e-01
        12   -7.1736884446e+00    7.4719130458e+01   -2.2442303220e+01    1.5268614776e+01    3.5709906264e+00   -1.1066694816e+01   -1.6741907853e+01    1.7953088221e+00    1.3064000000e+06    2.8969851673e+01    9.6388414727e-01
        13   -7.8403348404e+00    8.6645413024e+01   -2.4307383130e+01    1.6467048289e+01    3.7536800357e+00   -1.1316932554e+01   -1.8539439433e+01    1.7953088221e+00    1.3064000000e+06    2.9289648250e+01    9.6099471831e-01
        14   -8.2708368634e+00    9.4266153633e+01   -2.5593586027e+01    1.7322749164e+01    3.8591968370e+00   -1.1492215652e+01   -1.9755876034e+01    1.7953088221e+00    1.3064000000e+06    2.9390757024e+01    9.5901638089e-01
        15   -8.6686295309e+00    1.0204705045e+02   -2.6660865117e+01    1.7992235586e+01    3.9352103866e+00   -1.1603868628e+01   -2.0787515698e+01    1.7953088221e+00    1.3064000000e+06    2.9673647761e+01    9.5729964023e-01
        16   -8.9942923258e+00    1.0878062161e+02   -2.7478253500e+01    1.8483961174e+01    4.0209833387e+00   -1.1718452455e+01   -2.1576093206e+01    1.7953088221e+00    1.3064000000e+06    2.9922233284e+01    9.5619986222e-01
        17   -9.2365838410e+00    1.1347662154e+02   -2.8024398953e+01    1.8787815112e+01    4.0777403670e+00   -1.1807888896e+01   -2.2089559246e+01    1.7953088221e+00    1.3064000000e+06    3.0015753001e+01    9.5553199633e-01
        18   -9.4222616082e+00    1.1735214896e+02   -2.8340951631e+01    1.8918690023e+01    4.1401036911e+00   -1.1898734216e+01   -2.2377629928e+01    1.7953088221e+00    1.3064000000e+06    2.9924886197e+01    9.5509530006e-01
        19   -9.6511977112e+00    1.2253161110e+02   -2.8687353739e+01    1.9036156027e+01    4.2179313308e+00   -1.2013762991e+01   -2.2686830901e+01    1.7953088221e+00    1.3064000000e+06    3.0018575624e+01    9.5489417483e-01
