#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            LocalECP            NonLocalECP         IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.2335875842e+00    5.0191011984e+00   -4.0095931186e+00    1.7760055344e+00    1.9054333996e+00   -7.9086831333e+00    1.9834779300e-01    1.7953088221e+00    6.5286300000e+05    1.5605069667e+01    9.9726633260e-01
         1   -2.2433018710e+00    5.0600270113e+00   -4.0701676362e+00    1.8268657653e+00    1.9424093260e+00   -7.9772323092e+00    1.6934652499e-01    1.7953088221e+00    6.5276500000e+05    1.7167587638e+01    9.9746535773e-01
         2   -2.2434717186e+00    5.0582363132e+00   -4.0763408337e+00    1.8328691151e+00    1.9531133551e+00   -7.9989047240e+00    1.7414171307e-01    1.7953088221e+00    6.5257600000e+05    1.2590911344e+01    9.9737269241e-01
         3   -2.2441496571e+00    5.0601840127e+00   -4.0829031076e+00    1.8387534505e+00    1.9469039380e+00   -7.9971288562e+00    1.7201298860e-01    1.7953088221e+00    6.5358600000e+05    1.2231982604e+01    9.9744593418e-01
         4   -2.2451995498e+00    5.0656824733e+00   -4.0824707849e+00    1.8372712352e+00    1.9447988695e+00   -7.9957567363e+00    1.7317825984e-01    1.7953088221e+00    6.5445300000e+05    1.2041050360e+01    9.9741954738e-01
         5   -2.2458375450e+00    5.0706163593e+00   -4.0840994435e+00    1.8382618984e+00    1.9441445233e+00   -7.9979075493e+00    1.7435476052e-01    1.7953088221e+00    6.5498600000e+05    1.2079637095e+01    9.9742745336e-01
         6   -2.2451163868e+00    5.0660704977e+00   -4.0836446717e+00    1.8385282849e+00    1.9442810693e+00   -7.9998081218e+00    1.7657355876e-01    1.7953088221e+00    6.5525000000e+05    1.2273995370e+01    9.9740321505e-01
         7   -2.2446903746e+00    5.0635147644e+00   -4.0599048011e+00    1.8152144266e+00    1.9480244305e+00   -7.9809055912e+00    1.7766753751e-01    1.7953088221e+00    6.5366600000e+05    1.2044078141e+01    9.9738689238e-01
         8   -2.2454032230e+00    5.0687328986e+00   -4.0728521220e+00    1.8274488990e+00    1.9515425215e+00   -7.9951219627e+00    1.7541849712e-01    1.7953088221e+00    6.5302000000e+05    1.2100344315e+01    9.9738177569e-01
         9   -2.2446884684e+00    5.0645036086e+00   -4.0747687664e+00    1.8300802980e+00    1.9499634979e+00   -7.9967265941e+00    1.7668550781e-01    1.7953088221e+00    6.5200000000e+05    1.1975752354e+01    9.9745707924e-01
        10   -2.2469213025e+00    5.0794214039e+00   -4.0548203290e+00    1.8078990265e+00    1.9447370688e+00   -7.9632188046e+00    1.6835258472e-01    1.7953088221e+00    6.5267500000e+05    1.2032136306e+01    9.9734895701e-01
        11   -2.2449697973e+00    5.0673687671e+00   -4.0564299189e+00    1.8114601216e+00    1.9390385351e+00   -7.9598206779e+00    1.6904340182e-01    1.7953088221e+00    6.5270500000e+05    1.1956256196e+01    9.9745114254e-01
        12   -2.2453309691e+00    5.0680880059e+00   -4.0739552825e+00    1.8286243134e+00    1.9413597005e+00   -7.9857147058e+00    1.7509090076e-01    1.7953088221e+00    6.5262100000e+05    1.2029931307e+01    9.9735934385e-01
        13   -2.2454549650e+00    5.0684464242e+00   -4.0544521001e+00    1.8089971351e+00    1.9409400584e+00   -7.9670176742e+00    1.7631669372e-01    1.7953088221e+00    6.5273900000e+05    1.2061281621e+01    9.9744780025e-01
        14   -2.2460339247e+00    5.0735283436e+00   -4.0650204888e+00    1.8189865641e+00    1.9428310929e+00   -7.9802935087e+00    1.7713310501e-01    1.7953088221e+00    6.5270400000e+05    1.2039212167e+01    9.9746005117e-01
        15   -2.2451721676e+00    5.0668734136e+00   -4.0563004941e+00    1.8111283265e+00    1.9458181665e+00   -7.9742975177e+00    1.7687003496e-01    1.7953088221e+00    6.5168800000e+05    1.2064009592e+01    9.9736974855e-01
        16   -2.2444657662e+00    5.0646926980e+00   -4.0767938911e+00    1.8323281249e+00    1.9459600062e+00   -7.9933120799e+00    1.7524936060e-01    1.7953088221e+00    6.5111500000e+05    1.2013309658e+01    9.9739196238e-01
        17   -2.2455270318e+00    5.0729444448e+00   -4.0523186764e+00    1.8067916446e+00    1.9433968817e+00   -7.9731194409e+00    1.8209506076e-01    1.7953088221e+00    6.5278900000e+05    1.1989539295e+01    9.9739202810e-01
        18   -2.2454886866e+00    5.0699721309e+00   -4.0582403208e+00    1.8127516342e+00    1.9403149974e+00   -7.9703088273e+00    1.7644468708e-01    1.7953088221e+00    6.5268400000e+05    1.2071583882e+01    9.9746343912e-01
        19   -2.2465336923e+00    5.0749123166e+00   -4.0601903892e+00    1.8136566968e+00    1.9453883082e+00   -7.9755140222e+00    1.7462650275e-01    1.7953088221e+00    6.5346600000e+05    1.2017205313e+01    9.9735876390e-01
