#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            LocalECP            NonLocalECP         IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.2386842068e+00    5.0285120349e+00   -4.2282264843e+00    1.9895422775e+00    1.9727914022e+00   -8.2303055158e+00    2.3397880732e-01    1.7953088221e+00    2.0477900000e+05    1.1068559512e+01    9.9726538158e-01
         1   -2.2459057643e+00    5.0635157034e+00   -4.1165157138e+00    1.8706099494e+00    1.9737989367e+00   -8.0687179792e+00    1.8309450665e-01    1.7953088221e+00    2.0477000000e+05    1.0010198727e+01    9.9741403261e-01
         2   -2.2449406243e+00    5.0607587750e+00   -4.1162355923e+00    1.8712949680e+00    1.9551112246e+00   -8.0515663188e+00    1.8491067988e-01    1.7953088221e+00    2.0437300000e+05    9.7795799822e+00    9.9744469565e-01
         3   -2.2448090919e+00    5.0595555266e+00   -4.0595314134e+00    1.8147223215e+00    1.9386760454e+00   -7.9689842595e+00    1.7546797869e-01    1.7953088221e+00    2.0503700000e+05    9.5361597687e+00    9.9730277181e-01
         4   -2.2469144425e+00    5.0688676019e+00   -4.0623774456e+00    1.8154630032e+00    1.9382513974e+00   -7.9703763586e+00    1.7443869350e-01    1.7953088221e+00    2.0455700000e+05    9.4200666547e+00    9.9740419368e-01
         5   -2.2457775972e+00    5.0633629538e+00   -4.0765575606e+00    1.8307799633e+00    1.9386596556e+00   -7.9834851929e+00    1.7295915470e-01    1.7953088221e+00    2.0428700000e+05    9.5770133734e+00    9.9742394308e-01
         6   -2.2458129445e+00    5.0642925726e+00   -4.0680487508e+00    1.8222358062e+00    1.9256916821e+00   -7.9623983177e+00    1.7334906272e-01    1.7953088221e+00    2.0529200000e+05    9.5340797454e+00    9.9734637345e-01
         7   -2.2472664866e+00    5.0718801348e+00   -4.0745743310e+00    1.8273078444e+00    1.9397776703e+00   -7.9833776464e+00    1.7371682300e-01    1.7953088221e+00    2.0470000000e+05    9.4647490829e+00    9.9732322553e-01
         8   -2.2463678045e+00    5.0691402132e+00   -4.0717045392e+00    1.8253367347e+00    1.9413313110e+00   -7.9907559948e+00    1.8241132255e-01    1.7953088221e+00    2.0423900000e+05    9.4520461261e+00    9.9739763489e-01
         9   -2.2434486528e+00    5.0548336762e+00   -4.0672937270e+00    1.8238450742e+00    1.9395940327e+00   -7.9659849143e+00    1.6378833254e-01    1.7953088221e+00    2.0437500000e+05    9.4645946324e+00    9.9744977795e-01
        10   -2.2445300653e+00    5.0620109117e+00   -4.0522631901e+00    1.8077331249e+00    1.9382155112e+00   -7.9671946542e+00    1.8140713074e-01    1.7953088221e+00    2.0351800000e+05    9.3462863564e+00    9.9728283646e-01
        11   -2.2451278503e+00    5.0625922358e+00   -4.0641129203e+00    1.8189850700e+00    1.9403534998e+00   -7.9748191507e+00    1.7504390855e-01    1.7953088221e+00    2.0439600000e+05    9.3705810606e+00    9.9736889606e-01
        12   -2.2439133186e+00    5.0552856289e+00   -4.0916994826e+00    1.8477861640e+00    1.9310914359e+00   -7.9965513145e+00    1.7845157390e-01    1.7953088221e+00    2.0431400000e+05    5.7451640382e+01    9.9736941491e-01
        13   -2.2427165054e+00    5.0502230842e+00   -4.0719619930e+00    1.8292454876e+00    1.9407783286e+00   -7.9824807714e+00    1.7443162776e-01    1.7953088221e+00    2.0408300000e+05    9.4271048605e+00    9.9727089890e-01
        14   -2.2429777043e+00    5.0517200458e+00   -4.0802218117e+00    1.8372441074e+00    1.9409371409e+00   -7.9979072609e+00    1.8143948633e-01    1.7953088221e+00    2.0368100000e+05    9.3694391251e+00    9.9732051602e-01
        15   -2.2444046222e+00    5.0597200062e+00   -4.0710497139e+00    1.8266450917e+00    1.9398465486e+00   -7.9939898901e+00    1.8778480558e-01    1.7953088221e+00    2.0420300000e+05    9.3937636167e+00    9.9735820746e-01
        16   -2.2447190237e+00    5.0616799690e+00   -4.0783923309e+00    1.8336733072e+00    1.9420545554e+00   -7.9984330776e+00    1.8267736914e-01    1.7953088221e+00    2.0403300000e+05    9.3949796259e+00    9.9737997200e-01
        17   -2.2447440730e+00    5.0610736047e+00   -4.0849017069e+00    1.8401576339e+00    1.9430296361e+00   -8.0054445121e+00    1.8220434708e-01    1.7953088221e+00    2.0484600000e+05    9.4545511156e+00    9.9732471475e-01
        18   -2.2443456957e+00    5.0583147344e+00   -4.0565530376e+00    1.8122073420e+00    1.9436730624e+00   -7.9767682149e+00    1.8123329283e-01    1.7953088221e+00    2.0492700000e+05    9.4794340879e+00    9.9735770466e-01
        19   -2.2446395781e+00    5.0613233087e+00   -4.0770029395e+00    1.8323633615e+00    1.9476979901e+00   -8.0002869947e+00    1.8027724290e-01    1.7953088221e+00    2.0525500000e+05    9.4137121439e+00    9.9740925767e-01
