                     0              0.453001                 -0.25
                   0.1              0.431827             -0.175472
                   0.2              0.417509             -0.112863
                   0.3              0.408857            -0.0621742
                   0.4              0.404677            -0.0234048
                   0.5              0.403779            0.00344505
                   0.6              0.404969             0.0183753
                   0.7              0.407056             0.0213859
                   0.8              0.408849             0.0124769
                   0.9              0.409154           -0.00835172
                     1              0.406975            -0.0347035
                   1.1              0.402332            -0.0575594
                   1.2              0.395582            -0.0768556
                   1.3               0.38708             -0.092592
                   1.4              0.377182             -0.104769
                   1.5              0.366245             -0.113385
                   1.6              0.354624             -0.118442
                   1.7              0.342675              -0.11994
                   1.8              0.330754             -0.117877
                   1.9              0.319184             -0.113487
                     2              0.308053             -0.109156
                   2.1              0.297349             -0.104945
                   2.2               0.28706             -0.100854
                   2.3              0.277175            -0.0968832
                   2.4               0.26768            -0.0930328
                   2.5              0.258564            -0.0893027
                   2.6              0.249815            -0.0856927
                   2.7              0.241421            -0.0822029
                   2.8               0.23337            -0.0788453
                   2.9              0.225647            -0.0756517
                     3              0.218234            -0.0726238
                   3.1              0.211117            -0.0697615
                   3.2              0.204277            -0.0670648
                   3.3              0.197698            -0.0645338
                   3.4              0.191364            -0.0621685
                   3.5              0.185259            -0.0599688
                   3.6              0.179365            -0.0579347
                   3.7              0.173666            -0.0560715
                   3.8              0.168144            -0.0543979
                   3.9               0.16278            -0.0529157
                     4              0.157555            -0.0516247
                   4.1              0.152449            -0.0505251
                   4.2              0.147444            -0.0496167
                   4.3              0.142519            -0.0488997
                   4.4              0.137657            -0.0483741
                   4.5              0.132838            -0.0480397
                   4.6              0.128043            -0.0478642
                   4.7              0.123266            -0.0476842
                   4.8              0.118508            -0.0474773
                   4.9              0.113771            -0.0472435
                     5               0.10906            -0.0469826
                   5.1              0.104376            -0.0466948
                   5.2             0.0997217            -0.0463801
                   5.3             0.0951005            -0.0460383
                   5.4             0.0905149            -0.0456696
                   5.5             0.0859675            -0.0452736
                   5.6             0.0814612            -0.0448471
                   5.7             0.0769991            -0.0443895
                   5.8             0.0725843             -0.043901
                   5.9               0.06822            -0.0433815
                     6             0.0639091            -0.0428309
                   6.1             0.0596548            -0.0422493
                   6.2             0.0554603            -0.0416367
                   6.3             0.0513285            -0.0409931
                   6.4             0.0472626            -0.0403202
                   6.5             0.0432647            -0.0396371
                   6.6             0.0393354             -0.038949
                   6.7             0.0354751            -0.0382561
                   6.8             0.0316843            -0.0375583
                   6.9             0.0279636            -0.0368556
                     7             0.0243134             -0.036148
                   7.1             0.0207342            -0.0354355
                   7.2             0.0172264            -0.0347181
                   7.3             0.0137909             -0.033978
                   7.4             0.0104439            -0.0328793
                   7.5            0.00723118            -0.0312949
                   7.6            0.00420115            -0.0292249
                   7.7            0.00140239            -0.0266692
                   7.8           -0.00111651            -0.0236279
                   7.9             -0.003307            -0.0201009
                     8           -0.00512051            -0.0160883
                   8.1           -0.00650846            -0.0115899
                   8.2           -0.00742243           -0.00662649
                   8.3           -0.00784764            -0.0020038
                   8.4            -0.0078484            0.00186238
                   8.5           -0.00750038            0.00497204
                   8.6           -0.00687921            0.00732518
                   8.7           -0.00606056             0.0089218
                   8.8           -0.00512007            0.00976189
                   8.9            -0.0041334            0.00984547
                     9            -0.0031762            0.00917254
                   9.1            -0.0023241            0.00774699
                   9.2           -0.00163229            0.00612108
                   9.3           -0.00109351            0.00468645
                   9.4          -0.000688622            0.00344311
                   9.5          -0.000398508            0.00239105
                   9.6          -0.000204036            0.00153027
                   9.7          -8.60777e-05           0.000860777
                   9.8          -2.55045e-05           0.000382568
                   9.9          -3.18806e-06           9.56419e-05
