#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            LocalECP            NonLocalECP         IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.4850558455e+00    6.8371550359e+00   -8.7258903434e+00    6.2408344979e+00    2.2131085837e+00   -9.0336170346e+00   -3.7006907146e+00    1.7953088221e+00    2.6119380000e+06    1.2547755109e+02    9.9735930056e-01
         1   -2.4902225214e+00    6.8463007672e+00   -8.8151423290e+00    6.3249198076e+00    2.2225906493e+00   -9.0638375669e+00   -3.7692042335e+00    1.7953088221e+00    2.6111680000e+06    1.2561632866e+02    9.9728062109e-01
         2   -2.4829474048e+00    6.8306001672e+00   -8.8351621814e+00    6.3522147766e+00    2.2265603843e+00   -9.0718601247e+00   -3.7851712631e+00    1.7953088221e+00    2.5968580000e+06    1.2530299553e+02    9.9723413077e-01
         3   -2.4837922640e+00    6.8454279079e+00   -8.8373549131e+00    6.3535626490e+00    2.2242906185e+00   -9.0755203627e+00   -3.7814339909e+00    1.7953088221e+00    2.5901460000e+06    1.2470733526e+02    9.9725180644e-01
         4   -2.4943656451e+00    6.9082930226e+00   -8.8682585314e+00    6.3738928863e+00    2.2233415578e+00   -9.0847479681e+00   -3.8021609432e+00    1.7953088221e+00    2.6126250000e+06    1.2664906266e+02    9.9727092587e-01
         5   -2.4820304465e+00    6.8126667799e+00   -8.9131233280e+00    6.4310928815e+00    2.2318045326e+00   -9.1031737586e+00   -3.8370629240e+00    1.7953088221e+00    2.6072570000e+06    1.2649703534e+02    9.9717844342e-01
         6   -2.4787548804e+00    6.8060236380e+00   -8.8026200055e+00    6.3238651251e+00    2.2289903258e+00   -9.0890430510e+00   -3.7378761024e+00    1.7953088221e+00    2.5941360000e+06    1.2758450931e+02    9.9729783813e-01
         7   -2.4814682990e+00    6.8088379936e+00   -8.8420180907e+00    6.3605497917e+00    2.2273141860e+00   -9.0818016962e+00   -3.7828394026e+00    1.7953088221e+00    2.5783160000e+06    1.2451529859e+02    9.9726670488e-01
         8   -2.4897408974e+00    6.8760884629e+00   -8.9082084869e+00    6.4184675895e+00    2.2340771212e+00   -9.1075630512e+00   -3.8300313790e+00    1.7953088221e+00    2.5979930000e+06    1.2578800017e+02    9.9722362333e-01
         9   -2.4921104979e+00    6.8877561799e+00   -8.9473875436e+00    6.4552770457e+00    2.2375386918e+00   -9.1121723174e+00   -3.8680627400e+00    1.7953088221e+00    2.6167190000e+06    1.2713378906e+02    9.9721142707e-01
        10   -2.4891318440e+00    6.8637270251e+00   -8.9410879909e+00    6.4519561470e+00    2.2317807435e+00   -9.1143374142e+00   -3.8538401423e+00    1.7953088221e+00    2.6117850000e+06    1.2650635193e+02    9.9721928297e-01
        11   -2.4883700735e+00    6.8653130083e+00   -8.9215048875e+00    6.4331348140e+00    2.2259903171e+00   -9.0909307013e+00   -3.8518733253e+00    1.7953088221e+00    2.6075970000e+06    1.2608513430e+02    9.9722717472e-01
        12   -2.4952351683e+00    7.0095044679e+00   -8.9897815278e+00    6.4945463594e+00    2.2274026443e+00   -9.1183610701e+00   -3.8941319240e+00    1.7953088221e+00    2.6257420000e+06    1.2939719494e+02    9.9717688335e-01
        13   -2.4957627057e+00    6.9103524723e+00   -9.0224834720e+00    6.5267207663e+00    2.2307583801e+00   -9.1234124543e+00   -3.9251382199e+00    1.7953088221e+00    2.6228360000e+06    1.2660601982e+02    9.9716385959e-01
        14   -2.4956929983e+00    6.9015292268e+00   -9.0088881453e+00    6.5131951470e+00    2.2311904335e+00   -9.1219188196e+00   -3.9134685812e+00    1.7953088221e+00    2.6199230000e+06    1.2679026434e+02    9.9717528963e-01
        15   -2.4916098087e+00    6.9158652852e+00   -9.0023453944e+00    6.5107355857e+00    2.2373742207e+00   -9.1282705432e+00   -3.9067578940e+00    1.7953088221e+00    2.6061420000e+06    1.3136386985e+02    9.9719885296e-01
        16   -2.4894344192e+00    6.8814020291e+00   -8.9625492583e+00    6.4731148391e+00    2.2351696016e+00   -9.1231005264e+00   -3.8699271556e+00    1.7953088221e+00    2.5990120000e+06    1.2575410262e+02    9.9723047029e-01
        17   -2.4773765625e+00    6.7584043188e+00   -8.7864048812e+00    6.3090283187e+00    2.2262456438e+00   -9.0727280729e+00   -3.7352312742e+00    1.7953088221e+00    2.5876630000e+06    1.2535219230e+02    9.9730024766e-01
        18   -2.4615878884e+00    6.6721639321e+00   -8.7022531273e+00    6.2406652389e+00    2.2095475023e+00   -9.0592384699e+00   -3.6478709817e+00    1.7953088221e+00    2.5579980000e+06    1.2311187305e+02    9.9733578544e-01
        19   -2.4640750338e+00    6.6900877246e+00   -8.6688345174e+00    6.2047594836e+00    2.2163465366e+00   -9.0636045688e+00   -3.6168853073e+00    1.7953088221e+00    2.5615080000e+06    1.2342446205e+02    9.9735863822e-01
