#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            LocalECP            NonLocalECP         IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.2422922801e+00    5.0534828976e+00   -4.0803167602e+00    1.8380244801e+00    1.9526182540e+00   -8.0133183394e+00    1.8507450315e-01    1.7953088221e+00    2.1760000000e+04    8.8891796768e-03    5.8312844669e-01
         1   -2.2393824511e+00    5.0399518752e+00   -4.0813799636e+00    1.8419975126e+00    1.9487961417e+00   -8.0120998951e+00    1.8661496765e-01    1.7953088221e+00    2.1760000000e+04    8.1539695316e-03    5.8204848346e-01
         2   -2.2392667347e+00    5.0377208942e+00   -4.0922642274e+00    1.8529974927e+00    1.9536262968e+00   -8.0318520244e+00    1.9065267811e-01    1.7953088221e+00    2.1760000000e+04    8.0225147745e-03    5.8236443015e-01
         3   -2.2387333482e+00    5.0377312820e+00   -4.0509460776e+00    1.8122127295e+00    1.9464086581e+00   -7.9798437320e+00    1.8718017423e-01    1.7953088221e+00    2.1760000000e+04    7.9540568678e-03    5.8151424632e-01
         4   -2.2408190058e+00    5.0426786082e+00   -4.0408316849e+00    1.8000126792e+00    1.9512974022e+00   -7.9793710886e+00    1.9193317942e-01    1.7953088221e+00    2.1760000000e+04    7.9324008787e-03    5.8112362132e-01
         5   -2.2413690444e+00    5.0508424898e+00   -4.0690217643e+00    1.8276527199e+00    1.9464682651e+00   -7.9866630783e+00    1.7586422683e-01    1.7953088221e+00    2.1760000000e+04    7.8868280877e-03    5.8219209559e-01
         6   -2.2406285563e+00    5.0510879722e+00   -4.0289642784e+00    1.7883357221e+00    1.9426081299e+00   -7.9586303666e+00    1.9174913626e-01    1.7953088221e+00    2.1760000000e+04    7.8907909200e-03    5.8260569853e-01
         7   -2.2401179259e+00    5.0466795917e+00   -4.0744843589e+00    1.8343664330e+00    1.9496021838e+00   -8.0165307010e+00    1.9713533623e-01    1.7953088221e+00    2.1760000000e+04    7.9065236975e-03    5.8237591912e-01
         8   -2.2423946508e+00    5.0553715657e+00   -4.0285411288e+00    1.7861464780e+00    1.9463761409e+00   -7.9489700083e+00    1.7874391658e-01    1.7953088221e+00    2.1760000000e+04    7.8634683262e-03    5.8103170956e-01
         9   -2.2402773068e+00    5.0470310060e+00   -4.1104335328e+00    1.8701562260e+00    1.9502482466e+00   -8.0366240209e+00    1.8063341936e-01    1.7953088221e+00    2.1760000000e+04    7.8914424076e-03    5.8124425551e-01
        10   -2.2384251649e+00    5.0390739736e+00   -4.0345304998e+00    1.7961053348e+00    1.9388932612e+00   -7.9574063312e+00    1.8867374821e-01    1.7953088221e+00    2.1760000000e+04    7.8636133934e-03    5.8413947610e-01
        11   -2.2417327377e+00    5.0512378210e+00   -4.0888073350e+00    1.8470745973e+00    1.9478939711e+00   -8.0194291352e+00    1.8741900701e-01    1.7953088221e+00    2.1760000000e+04    7.8835478600e-03    5.8039407169e-01
        12   -2.2408744108e+00    5.0506061589e+00   -4.0302030896e+00    1.7893286787e+00    1.9368807793e+00   -7.9448118422e+00    1.8241915127e-01    1.7953088221e+00    2.1760000000e+04    7.8514772741e-03    5.8355353860e-01
        13   -2.2416085246e+00    5.0595877161e+00   -4.0781512546e+00    1.8365427300e+00    1.9446822479e+00   -7.9951897851e+00    1.7704746049e-01    1.7953088221e+00    2.1760000000e+04    7.8632268397e-03    5.8195082721e-01
        14   -2.2408831298e+00    5.0470884576e+00   -4.0627630511e+00    1.8218799212e+00    1.9401131279e+00   -7.9816253164e+00    1.8344031535e-01    1.7953088221e+00    2.1760000000e+04    7.8589510830e-03    5.8261718750e-01
        15   -2.2411555025e+00    5.0451675288e+00   -4.0769000377e+00    1.8357445351e+00    1.9453049286e+00   -7.9991520509e+00    1.8163826249e-01    1.7953088221e+00    2.1760000000e+04    7.8809806967e-03    5.8175551471e-01
