#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            LocalECP            NonLocalECP         IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.2415663080e+00    5.0527516863e+00   -4.0724574905e+00    1.8308911825e+00    1.9517189347e+00   -7.9970707709e+00    1.7758552365e-01    1.7953088221e+00    2.1760000000e+04    8.9633594103e-03    5.8320886949e-01
         1   -2.2415705703e+00    5.0533972377e+00   -4.0554662281e+00    1.8138956578e+00    1.9363409530e+00   -7.9696470113e+00    1.8253100812e-01    1.7953088221e+00    2.1760000000e+04    8.1980949377e-03    5.8232996324e-01
         2   -2.2437110984e+00    5.0829904188e+00   -4.0886727025e+00    1.8449616041e+00    1.9557024703e+00   -8.0261566942e+00    1.8647269937e-01    1.7953088221e+00    2.1760000000e+04    8.0274516607e-03    5.8137637868e-01
         3   -2.2435005682e+00    5.0633025896e+00   -4.0684646885e+00    1.8249641203e+00    1.9465797253e+00   -7.9884741596e+00    1.7812092368e-01    1.7953088221e+00    2.1760000000e+04    7.9603567719e-03    5.8259420956e-01
         4   -2.2410195494e+00    5.0793522229e+00   -4.1214960574e+00    1.8804765081e+00    1.9521003427e+00   -8.0427276734e+00    1.7382245116e-01    1.7953088221e+00    2.1760000000e+04    7.9413389458e-03    5.7980238971e-01
         5   -2.2418215043e+00    5.0509746414e+00   -4.0252803573e+00    1.7834588529e+00    1.9411140279e+00   -7.9391099207e+00    1.7740671349e-01    1.7953088221e+00    2.1760000000e+04    7.9030228012e-03    5.8332950368e-01
         6   -2.2384133045e+00    5.0323868743e+00   -4.0531296132e+00    1.8147163087e+00    1.9509290435e+00   -7.9875889519e+00    1.8822147310e-01    1.7953088221e+00    2.1760000000e+04    7.9373233020e-03    5.8057789522e-01
         7   -2.2394831903e+00    5.0391658860e+00   -4.0526164431e+00    1.8131332528e+00    1.9575547109e+00   -7.9956575106e+00    1.9017753453e-01    1.7953088221e+00    2.1760000000e+04    7.9364209052e-03    5.7980813419e-01
         8   -2.2418167115e+00    5.0585186146e+00   -4.0636586522e+00    1.8218419407e+00    1.9466764497e+00   -7.9916632710e+00    1.8601934704e-01    1.7953088221e+00    2.1760000000e+04    7.9064934569e-03    5.8201401654e-01
         9   -2.2376863659e+00    5.0438332117e+00   -4.0761302288e+00    1.8384438629e+00    1.9429489358e+00   -7.9961035151e+00    1.8171552845e-01    1.7953088221e+00    2.1760000000e+04    7.8960008481e-03    5.8245634191e-01
        10   -2.2387495502e+00    5.0421441351e+00   -4.0520829896e+00    1.8133334394e+00    1.9508463909e+00   -7.9869161659e+00    1.8867796340e-01    1.7953088221e+00    2.1760000000e+04    7.8893404673e-03    5.8317440257e-01
        11   -2.2407109151e+00    5.0456774141e+00   -4.0847237759e+00    1.8440128607e+00    1.9453971450e+00   -8.0109869571e+00    1.8555721418e-01    1.7953088221e+00    2.1760000000e+04    7.8858792344e-03    5.8069278493e-01
        12   -2.2434300268e+00    5.0593715275e+00   -4.0880276169e+00    1.8445975901e+00    1.9513678491e+00   -8.0177263059e+00    1.8302201790e-01    1.7953088221e+00    2.1760000000e+04    7.9159984256e-03    5.8080767463e-01
        13   -2.2375745086e+00    5.0326891755e+00   -4.0545622563e+00    1.8169877477e+00    1.9412724168e+00   -7.9794168172e+00    1.8827332199e-01    1.7953088221e+00    2.1760000000e+04    7.8745217008e-03    5.8029067096e-01
        14   -2.2401654573e+00    5.0440800403e+00   -4.0506028950e+00    1.8104374377e+00    1.9469931129e+00   -7.9739013024e+00    1.8099647249e-01    1.7953088221e+00    2.1760000000e+04    7.8793553745e-03    5.7993451287e-01
        15   -2.2401787111e+00    5.0497675353e+00   -4.0584485991e+00    1.8182698880e+00    1.9478558318e+00   -7.9966544169e+00    1.9504116392e-01    1.7953088221e+00    2.1760000000e+04    7.8880361774e-03    5.8158318015e-01
        16   -2.2401131632e+00    5.0507185652e+00   -4.0580813549e+00    1.8179681917e+00    1.9490031338e+00   -7.9950075083e+00    1.9261419759e-01    1.7953088221e+00    2.1760000000e+04    7.8751271700e-03    5.8300781250e-01
        17   -2.2396170411e+00    5.0589053007e+00   -4.0360948121e+00    1.7964777710e+00    1.9439908635e+00   -7.9508855495e+00    1.7549105191e-01    1.7953088221e+00    2.1760000000e+04    7.8511036494e-03    5.8340418199e-01
        18   -2.2384249632e+00    5.0346057154e+00   -4.0451362153e+00    1.8067112521e+00    1.9441998661e+00   -7.9625140926e+00    1.7786918907e-01    1.7953088221e+00    2.1760000000e+04    7.8523003441e-03    5.8159466912e-01
        19   -2.2407834014e+00    5.0477891698e+00   -4.1050531540e+00    1.8642697526e+00    1.9585416727e+00   -8.0425748857e+00    1.8367123694e-01    1.7953088221e+00    2.1760000000e+04    7.8962285291e-03    5.7724034926e-01
        20   -2.2420925009e+00    5.0571167730e+00   -4.0826370325e+00    1.8405445316e+00    1.9523260479e+00   -8.0175725124e+00    1.8730060994e-01    1.7953088221e+00    2.1760000000e+04    7.8769431395e-03    5.8259995404e-01
        21   -2.2386345968e+00    5.0368059738e+00   -4.0400308694e+00    1.8013962727e+00    1.9476433030e+00   -7.9762306920e+00    1.9324769745e-01    1.7953088221e+00    2.1760000000e+04    7.8828446567e-03    5.8350758272e-01
        22   -2.2388975000e+00    5.0376199426e+00   -4.0582238743e+00    1.8193263743e+00    1.9402296196e+00   -7.9773942061e+00    1.8363189019e-01    1.7953088221e+00    2.1760000000e+04    7.8595644411e-03    5.8179572610e-01
        23   -2.2390444200e+00    5.0379805714e+00   -4.0906818734e+00    1.8516374534e+00    1.9448098823e+00   -8.0092024435e+00    1.7840186573e-01    1.7953088221e+00    2.1760000000e+04    7.8577793696e-03    5.7997472426e-01
        24   -2.2410670597e+00    5.0507711922e+00   -4.0493716668e+00    1.8083046071e+00    1.9464295746e+00   -7.9672424634e+00    1.7613239988e-01    1.7953088221e+00    2.1760000000e+04    7.8443814726e-03    5.8258846507e-01
        25   -2.2404764131e+00    5.0413022057e+00   -4.0744654614e+00    1.8339890483e+00    1.9461812064e+00   -7.9969832294e+00    1.8102773959e-01    1.7953088221e+00    2.1760000000e+04    7.8647421563e-03    5.8282973346e-01
        26   -2.2371246155e+00    5.0273909596e+00   -4.0565126353e+00    1.8193880198e+00    1.9419574855e+00   -7.9855683601e+00    1.9178941726e-01    1.7953088221e+00    2.1760000000e+04    7.8767327701e-03    5.8313419118e-01
        27   -2.2398076734e+00    5.0423226801e+00   -4.0752356606e+00    1.8354279871e+00    1.9390549644e+00   -7.9896971202e+00    1.8009767319e-01    1.7953088221e+00    2.1760000000e+04    7.8569852254e-03    5.8337545956e-01
        28   -2.2395512393e+00    5.0434844176e+00   -4.0310001350e+00    1.7914488957e+00    1.9427215398e+00   -7.9563789061e+00    1.8734840928e-01    1.7953088221e+00    2.1760000000e+04    7.8781100319e-03    5.8444393382e-01
        29   -2.2408989039e+00    5.0453089580e+00   -4.0546612491e+00    1.8137623452e+00    1.9427697945e+00   -7.9779432210e+00    1.8520335536e-01    1.7953088221e+00    2.1760000000e+04    7.8510164338e-03    5.8159466912e-01
